a|/ə/
beautify|/ˈbjuːtɪfaɪ/
beautiful|/ˈbjuːtɪfl/
beautifully|/ˈbjuːtɪfli/
beaver|/ˈbiːvə(r)/
bebop|/ˈbiːbɒp/
bec|/bek/
becalmed|/bɪˈkɑːmd/
because|/bɪˈkəz/
bechamel|/ˌbeɪʃəˈmel/
beck|/bek/
becky|/ˈbeki/
beckon|/ˈbekən/
become|/bɪˈkʌm/
becoming|/bɪˈkʌmɪŋ/
bed|/bed/
bedazzle|/bɪˈdæzl/
bedazzlement|/bɪˈdæzlmənt/
bedbug|/ˈbedbʌɡ/
bedchamber|/ˈbedtʃeɪmbə(r)/
bedclothes|/ˈbedkləʊðz/
bedcover|/ˈbedkʌvə(r)/
bedding|/ˈbedɪŋ/
bede|/biːd/
bedeck|/bɪˈdek/
bedevil|/bɪˈdevl/
bedfellow|/ˈbedfeləʊ/
bedfordshire|/ˈbedfədʃə(r)/
bedlam|/ˈbedləm/
bedouin|/ˈbeduɪn/
bedpan|/ˈbedpæn/
bedpost|/ˈbedpəʊst/
bedraggled|/bɪˈdræɡld/
bedridden|/ˈbedrɪdn/
bedrock|/ˈbedrɒk/
bedroll|/ˈbedrəʊl/
bedroom|/ˈbedruːm/
bedside|/ˈbedsaɪd/
bedsit|/ˈbedsɪt/
bedsore|/ˈbedsɔː(r)/
bedspread|/ˈbedspred/
bedstead|/ˈbedsted/
bedtime|/ˈbedtaɪm/
bee|/biː/
beech|/biːtʃ/
beef|/biːf/
beefburger|/ˈbiːfbɜːɡə(r)/
beefcake|/ˈbiːfkeɪk/
beefeater|/ˈbiːfiːtə(r)/
beefy|/ˈbiːfi/
beefsteak|/ˈbiːfsteɪk/
beehive|/ˈbiːhaɪv/
beekeeper|/ˈbiːkiːpə(r)/
beekeeping|/ˈbiːkiːpɪŋ/
beeline|/ˈbiːlaɪn/
beelzebub|/biˈelzɪbʌb/
beep|/biːp/
beeper|/ˈbiːpə(r)/
beer|/bɪə(r)/
beery|/ˈbɪəri/
beeswax|/ˈbiːzwæks/
beet|/biːt/
beetle|/ˈbiːtl/
beetroot|/ˈbiːtruːt/
befall|/bɪˈfɔːl/
befit|/bɪˈfɪt/
befog|/bɪˈfɒɡ/
before|/bɪˈfɔː(r)/
beforehand|/bɪˈfɔːhænd/
befriend|/bɪˈfrend/
befuddled|/bɪˈfʌdld/
beg|/beɡ/
begad|/bɪˈɡæd/
beget|/bɪˈɡet/
begetter|/bɪˈɡetə(r)/
beggar|/ˈbeɡə(r)/
beggarly|/ˈbeɡəli/
begin|/bɪˈɡɪn/
beginner|/bɪˈɡɪnə(r)/
beginning|/bɪˈɡɪnɪŋ/
begone|/bɪˈɡɒn/
begonia|/bɪˈɡəʊniə/
begorra|/bɪˈɡɒrə/
begrudge|/bɪˈɡrʌdʒ/
begrudgingly|/bɪˈɡrʌdʒɪŋli/
beguile|/bɪˈɡaɪl/
beguiling|/bɪˈɡaɪlɪŋ/
beguilingly|/bɪˈɡaɪlɪŋli/
beguine|/bəˈɡiːn/
begum|/ˈbeɪɡəm/
behalf|/bɪˈhɑːf/
behave|/bɪˈheɪv/
behaviour|/bɪˈheɪvjə(r)/
behavioural|/bɪˈheɪvjərəl/
behaviourally|/bɪˈheɪvjərəli/
behaviourism|/bɪˈheɪvjərɪzəm/
behaviourist|/bɪˈheɪvjərɪst/
behead|/bɪˈhed/
behemoth|/bɪˈhiːməθ/
behest|/bɪˈhest/
behind|/bɪˈhaɪnd/
behindhand|/bɪˈhaɪndhænd/
behold|/bɪˈhəʊld/
beholden|/bɪˈhəʊldən/
beholder|/bɪˈhəʊldə(r)/
behove|/bɪˈhəʊv/
beige|/beɪʒ/
being|/ˈbiːɪŋ/
beyond|/bɪˈjɒnd/
bejewelled|/bɪˈdʒuːəld/
bel|/bel/
belabour|/bɪˈleɪbə(r)/
belay|/ˈbiːleɪ/
belated|/bɪˈleɪtɪd/
belatedly|/bɪˈleɪtɪdli/
belch|/beltʃ/
beleaguered|/bɪˈliːɡəd/
belfast|/ˈbelfɑːst/
belfry|/ˈbelfri/
belgian|/ˈbeldʒən/
belgium|/ˈbeldʒəm/
belgravia|/belˈɡreɪviə/
belie|/bɪˈlaɪ/
belief|/bɪˈliːf/
believable|/bɪˈliːvəbl/
believe|/bɪˈliːv/
believer|/bɪˈliːvə(r)/
belinda|/bəˈlɪndə/
belittle|/bɪˈlɪtl/
bell|/bel/
bella|/ˈbelə/
belladonna|/ˌbeləˈdɒnə/
bellboy|/ˈbelbɔɪ/
belle|/bel/
bellhop|/ˈbelhɒp/
belly|/ˈbeli/
bellyache|/ˈbelieɪk/
bellicose|/ˈbelɪkəʊs/
bellicosity|/ˌbelɪˈkɒsəti/
bellyful|/ˈbelifʊl/
belligerence|/bəˈlɪdʒərəns/
belligerent|/bəˈlɪdʒərənt/
belligerently|/bəˈlɪdʒərəntli/
bellow|/ˈbeləʊ/
bellows|/ˈbeləʊz/
bellwether|/ˈbelweðə(r)/
belong|/bɪˈlɒŋ/
belonging|/bɪˈlɒŋɪŋ/
belongings|/bɪˈlɒŋɪŋz/
belorussian|/ˌbeləˈrʌʃn/
beloved|/bɪˈlʌvɪd/
below|/bɪˈləʊ/
belt|/belt/
belted|/ˈbeltɪd/
belter|/ˈbeltə(r)/
belting|/ˈbeltɪŋ/
beltway|/ˈbeltweɪ/
beluga|/bəˈluːɡə/
belvedere|/ˈbelvədɪə(r)/
bemoan|/bɪˈməʊn/
bemuse|/bɪˈmjuːz/
bemused|/bɪˈmjuːzd/
bemusedly|/bɪˈmjuːzɪdli/
ben|/ˌben ˈhəʊɡən/
bench|/bentʃ/
benchmark|/ˈbentʃmɑːk/
benchwarmer|/ˈbentʃwɔːmə(r)/
bend|/bend/
bender|/ˈbendə(r)/
bendy|/ˈbendi/
beneath|/bɪˈniːθ/
benedict|/ˈbenədɪkt/
benedictine|/ˌbenɪˈdɪktɪn/
benediction|/ˌbenɪˈdɪkʃn/
benefaction|/ˌbenɪˈfækʃn/
benefactive|/ˌbenɪˈfæktɪv/
benefactor|/ˈbenɪfæktə(r)/
benefice|/ˈbenɪfɪs/
beneficence|/bɪˈnefɪsns/
beneficent|/bɪˈnefɪsnt/
beneficial|/ˌbenɪˈfɪʃl/
beneficially|/ˌbenɪˈfɪʃəli/
beneficiary|/ˌbenɪˈfɪʃəri/
benefit|/ˈbenɪfɪt/
benelux|/ˈbenɪlʌks/
benevolence|/bəˈnevələns/
benevolent|/bəˈnevələnt/
benevolently|/bəˈnevələntli/
bengali|/beŋˈɡɔːli/
benighted|/bɪˈnaɪtɪd/
benign|/bɪˈnaɪn/
benignly|/bɪˈnaɪnli/
benin|/beˈniːn/
benjamin|/ˌbendʒəmɪn ˈbrɪtn/
benny|/ˌbeni ˈɡʊdmən/
bent|/bent/
bentwood|/ˈbentwʊd/
benzene|/ˈbenziːn/
benzine|/ˈbenziːn/
beowulf|/ˈbeɪəwʊlf/
bequeath|/bɪˈkwiːð/
bequest|/bɪˈkwest/
berate|/bɪˈreɪt/
bereave|/bɪˈriːv/
bereaved|/bɪˈriːvd/
bereavement|/bɪˈriːvmənt/
bereft|/bɪˈreft/
beret|/ˈbereɪ/
beretta|/bəˈretə/
berg|/bɜːɡ/
bergamot|/ˈbɜːɡəmɒt/
bergschrund|/ˈbɜːɡʃrʊnd/
beriberi|/ˌberiˈberi/
beryl|/ˈberəl/
beryllium|/bəˈrɪliəm/
berk|/bɜːk/
berkeley|/ˈbɜːkli/
berkelium|/bɜːˈkiːliəm/
berkshire|/ˈbɑːkʃə(r)/
berliner|/ˌbɜːˈlɪnə(r)/
berm|/bɜːm/
bermuda|/bəˈmjuːdə/
bernard|/ˌbɜːnəd ˈlʌvl/
bernie|/ˈbɜːni/
berry|/ˈberi/
berserk|/bəˈzɜːk/
bert|/bɜːt/
berth|/bɜːθ/
besan|/ˈbeɪsʌn/
beseech|/bɪˈsiːtʃ/
beseeching|/bɪˈsiːtʃɪŋ/
beseechingly|/bɪˈsiːtʃɪŋli/
beset|/bɪˈset/
beside|/bɪˈsaɪd/
besides|/bɪˈsaɪdz/
besiege|/bɪˈsiːdʒ/
besmirch|/bɪˈsmɜːtʃ/
besom|/ˈbiːzəm/
besotted|/bɪˈsɒtɪd/
bespatter|/bɪˈspætə(r)/
bespeak|/bɪˈspiːk/
bespectacled|/bɪˈspektəkld/
bespoke|/bɪˈspəʊk/
bessie|/ˈbesi/
best|/best/
bestial|/ˈbestiəl/
bestiality|/ˌbestiˈæləti/
bestiary|/ˈbestɪəri/
bestir|/bɪˈstɜː(r)/
bestow|/bɪˈstəʊ/
bestride|/bɪˈstraɪd/
bestseller|/ˌbestˈselə(r)/
bestselling|/ˌbestˈselɪŋ/
bet|/bet/
beta|/ˈbiːtə/
betake|/bɪˈteɪk/
betel|/ˈbiːtl/
beth|/beθ/
betoken|/bɪˈtəʊkən/
betray|/bɪˈtreɪ/
betrayal|/bɪˈtreɪəl/
betrothal|/bɪˈtrəʊðl/
betrothed|/bɪˈtrəʊðd/
betsy|/ˈbetsi/
better|/ˈbetə(r)/
betterment|/ˈbetəmənt/
betty|/ˈbeti/
betting|/ˈbetɪŋ/
bettor|/ˈbetə(r)/
between|/bɪˈtwiːn/
betwixt|/bɪˈtwɪkst/
bevel|/ˈbevl/
bevelled|/ˈbevld/
beverage|/ˈbevərɪdʒ/
bevy|/ˈbevi/
bevvy|/ˈbevi/
bewail|/bɪˈweɪl/
beware|/bɪˈweə(r)/
bewigged|/bɪˈwɪɡd/
bewilder|/bɪˈwɪldə(r)/
bewildered|/bɪˈwɪldəd/
bewildering|/bɪˈwɪldərɪŋ/
bewilderingly|/bɪˈwɪldərɪŋli/
bewilderment|/bɪˈwɪldəmənt/
bewitch|/bɪˈwɪtʃ/
bewitching|/bɪˈwɪtʃɪŋ/
bezel|/ˈbezl/
bezique|/bəˈziːk/
bf|/ˌbiː ˈef/
bhang|/bæŋ/
bhavan|/ˈbʌvən/
bhindi|/ˈbɪndi/
bhutan|/buːˈtɑːn/
bhutanese|/ˌbuːtəˈniːz/
bi|/baɪ/
by|/baɪ/
bialy|/bɪˈɑːli/
biannual|/baɪˈænjuəl/
bias|/ˈbaɪəs/
biased|/ˈbaɪəst/
biathlon|/baɪˈæθlən/
bib|/bɪb/
bibi|/ˈbiːbiː/
bible|/ˈbaɪbl/
biblical|/ˈbɪblɪkl/
bibliographer|/ˌbɪbliˈɒɡrəfə(r)/
bibliography|/ˌbɪbliˈɒɡrəfi/
bibliographical|/ˌbɪbliəˈɡræfɪkl/
bibliophile|/ˈbɪbliəfaɪl/
bibulous|/ˈbɪbjələs/
bicameral|/ˌbaɪˈkæmərəl/
bicarb|/ˈbaɪkɑːb/
bicarbonate|/ˌbaɪˈkɑːbənət/
bicentenary|/ˌbaɪsenˈtiːnəri/
bicentennial|/ˌbaɪsenˈteniəl/
biceps|/ˈbaɪseps/
bicycle|/ˈbaɪsɪkl/
bicyclist|/ˈbaɪsɪklɪst/
bicker|/ˈbɪkə(r)/
bickering|/ˈbɪkərɪŋ/
bid|/bɪd/
biddable|/ˈbɪdəbl/
bidder|/ˈbɪdə(r)/
biddy|/ˈbɪdi/
bidding|/ˈbɪdɪŋ/
bide|/baɪd/
bidet|/ˈbiːdeɪ/
bidi|/ˈbiːdiː/
bidirectional|/ˌbaɪdəˈrekʃənl/
bye|/baɪ/
biennial|/baɪˈeniəl/
biennially|/baɪˈeniəli/
bier|/bɪə(r)/
biff|/bɪf/
bifocal|/ˌbaɪˈfəʊkl/
bifocals|/ˌbaɪˈfəʊklz/
bifurcate|/ˈbaɪfəkeɪt/
bifurcation|/ˌbaɪfəˈkeɪʃn/
big|/bɪɡ/
bigamy|/ˈbɪɡəmi/
bigamist|/ˈbɪɡəmɪst/
bigamous|/ˈbɪɡəməs/
bigfoot|/ˈbɪɡfʊt/
biggie|/ˈbɪɡi/
bight|/baɪt/
bigness|/ˈbɪɡnəs/
bygone|/ˈbaɪɡɒn/
bygones|/ˈbaɪɡɒnz/
bigot|/ˈbɪɡət/
bigoted|/ˈbɪɡətɪd/
bigotry|/ˈbɪɡətri/
bigwig|/ˈbɪɡwɪɡ/
bijou|/ˈbiːʒuː/
bike|/baɪk/
biker|/ˈbaɪkə(r)/
bikie|/ˈbaɪki/
biking|/ˈbaɪkɪŋ/
bikini|/bɪˈkiːni/
bilabial|/ˌbaɪˈleɪbiəl/
bilateral|/ˌbaɪˈlætərəl/
bilaterally|/ˌbaɪˈlætərəli/
bilberry|/ˈbɪlbəri/
bilby|/ˈbɪlbi/
bile|/baɪl/
bilge|/bɪldʒ/
bilharzia|/bɪlˈhɑːtsiə/
biliary|/ˈbɪliəri/
byline|/ˈbaɪlaɪn/
bilingual|/ˌbaɪˈlɪŋɡwəl/
bilious|/ˈbɪliəs/
bilirubin|/ˌbɪlɪˈruːbɪn/
bilk|/bɪlk/
bill|/bɪl/
billable|/ˈbɪləbl/
billabong|/ˈbɪləbɒŋ/
billboard|/ˈbɪlbɔːd/
billet|/ˈbɪlɪt/
billfold|/ˈbɪlfəʊld/
billhook|/ˈbɪlhʊk/
billy|/ˈbɪli/
billiard|/ˈbɪliəd/
billiards|/ˈbɪliədz/
billie|/ˈbɪli/
billing|/ˈbɪlɪŋ/
billings|/ˈbɪlɪŋz/
billingsgate|/ˈbɪlɪŋzɡeɪt/
billion|/ˈbɪljən/
billionaire|/ˌbɪljəˈneə(r)/
billow|/ˈbɪləʊ/
biltong|/ˈbɪltɒŋ/
bimbo|/ˈbɪmbəʊ/
bimonthly|/ˌbaɪˈmʌnθli/
bin|/bɪn/
byname|/ˈbaɪneɪm/
binary|/ˈbaɪnəri/
bind|/baɪnd/
binder|/ˈbaɪndə(r)/
bindi|/ˈbɪndi/
binding|/ˈbaɪndɪŋ/
bindweed|/ˈbaɪndwiːd/
binge|/bɪndʒ/
bingle|/ˈbɪŋɡl/
bingo|/ˈbɪŋɡəʊ/
binman|/ˈbɪnmæn/
binocular|/bɪˈnɒkjələ(r)/
binoculars|/bɪˈnɒkjələz/
binomial|/baɪˈnəʊmiəl/
bint|/bɪnt/
bio|/baɪəʊ/
biochemical|/ˌbaɪəʊˈkemɪkl/
biochemist|/ˌbaɪəʊˈkemɪst/
biochemistry|/ˌbaɪəʊˈkemɪstri/
biodegradable|/ˌbaɪəʊdɪˈɡreɪdəbl/
biodegrade|/ˌbaɪəʊdɪˈɡreɪd/
bioengineering|/ˌbaɪəʊˌendʒɪˈnɪərɪŋ/
bioethics|/ˌbaɪəʊˈeθɪks/
biofeedback|/ˌbaɪəʊˈfiːdbæk/
biogas|/ˈbaɪəʊɡæs/
biographer|/baɪˈɒɡrəfə(r)/
biography|/baɪˈɒɡrəfi/
biographical|/ˌbaɪəˈɡræfɪkl/
biohazard|/ˈbaɪəʊhæzəd/
biology|/baɪˈɒlədʒi/
biological|/ˌbaɪəˈlɒdʒɪkl/
biologically|/ˌbaɪəˈlɒdʒɪkli/
biologist|/baɪˈɒlədʒɪst/
bioluminescence|/ˌbaɪəʊluːmɪˈnesns/
biomass|/ˈbaɪəʊmæs/
biome|/ˈbaɪəʊm/
biomechanics|/ˌbaɪəʊməˈkænɪks/
biomedical|/ˌbaɪəʊˈmedɪkl/
biometric|/ˌbaɪəʊˈmetrɪk/
bionic|/baɪˈɒnɪk/
biophysics|/ˌbaɪəʊˈfɪzɪks/
biopic|/ˈbaɪəʊpɪk/
biopsy|/ˈbaɪɒpsi/
biorhythm|/ˈbaɪəʊrɪðəm/
bios|/ˈbaɪɒs/
bioscience|/ˈbaɪəʊsaɪəns/
biosphere|/ˈbaɪəʊsfɪə(r)/
biotechnology|/ˌbaɪəʊtekˈnɒlədʒi/
biotechnological|/ˌbaɪəʊteknəˈlɒdʒɪkl/
biotic|/baɪˈɒtɪk/
biotype|/ˈbaɪəʊtaɪp/
bipartisan|/ˌbaɪˈpɑːtɪzæn/
bipartite|/baɪˈpɑːtaɪt/
bypass|/ˈbaɪpɑːs/
biped|/ˈbaɪped/
bipedal|/ˌbaɪˈpiːdl/
biplane|/ˈbaɪpleɪn/
bipolar|/ˌbaɪˈpəʊlə(r)/
biracial|/ˌbaɪˈreɪʃl/
birch|/bɜːtʃ/
bird|/bɜːd/
birdbath|/ˈbɜːdbɑːθ/
birdbrain|/ˈbɜːdbreɪn/
birdcage|/ˈbɜːdkeɪdʒ/
birder|/ˈbɜːdə(r)/
birdhouse|/ˈbɜːdhaʊs/
birdie|/ˈbɜːdi/
birding|/ˈbɜːdɪŋ/
birdlime|/ˈbɜːdlaɪm/
birdseed|/ˈbɜːdsiːd/
birdsong|/ˈbɜːdsɒŋ/
byre|/ˈbaɪə(r)/
biretta|/bɪˈretə/
biriani|/ˌbɪriˈɑːni/
birmingham|/ˈbɜːmɪŋəm/
byroad|/ˈbaɪrəʊd/
byronic|/baɪˈrɒnɪk/
birth|/bɜːθ/
birthday|/ˈbɜːθdeɪ/
birthing|/ˈbɜːθɪŋ/
birthmark|/ˈbɜːθmɑːk/
birthplace|/ˈbɜːθpleɪs/
birthright|/ˈbɜːθraɪt/
birthstone|/ˈbɜːθstəʊn/
bis|/bɪs/
biscuit|/ˈbɪskɪt/
bisect|/baɪˈsekt/
bisexual|/ˌbaɪˈsekʃuəl/
bisexuality|/ˌbaɪˌsekʃuˈæləti/
bishop|/ˈbɪʃəp/
bishopric|/ˈbɪʃəprɪk/
bismarck|/ˈbɪzmɑːk/
bismuth|/ˈbɪzməθ/
bison|/ˈbaɪsn/
bisque|/bɪsk/
bystander|/ˈbaɪstændə(r)/
bistro|/ˈbiːstrəʊ/
bit|/bɪt/
bitch|/bɪtʃ/
bitchy|/ˈbɪtʃi/
bitchiness|/ˈbɪtʃinəs/
bite|/baɪt/
byte|/baɪt/
biting|/ˈbaɪtɪŋ/
bitingly|/ˈbaɪtɪŋli/
bitmap|/ˈbɪtmæp/
bitonal|/ˌbaɪˈtəʊnl/
bitonality|/ˌbaɪtəʊˈnæləti/
bitter|/ˈbɪtə(r)/
bitterly|/ˈbɪtəli/
bittern|/ˈbɪtən/
bitterness|/ˈbɪtənəs/
bittersweet|/ˌbɪtəˈswiːt/
bitty|/ˈbɪti/
bitumen|/ˈbɪtʃʊmən/
bituminous|/bɪˈtjuːmɪnəs/
bivalve|/ˈbaɪvælv/
bivouac|/ˈbɪvuæk/
bivvy|/ˈbɪvi/
byway|/ˈbaɪweɪ/
biweekly|/baɪˈwiːkli/
byword|/ˈbaɪwɜːd/
byzantine|/baɪˈzæntaɪn/
bizarre|/bɪˈzɑː(r)/
bizarrely|/bɪˈzɑːli/
blab|/blæb/
blabber|/ˈblæbə(r)/
blabbermouth|/ˈblæbəmaʊθ/
black|/blæk/
blackamoor|/ˈblækəmɔː(r)/
blackball|/ˈblækbɔːl/
blackbeard|/ˈblækbɪəd/
blackberry|/ˈblækbəri/
blackbird|/ˈblækbɜːd/
blackboard|/ˈblækbɔːd/
blackcurrant|/ˈblækkʌrənt/
blacken|/ˈblækən/
blackened|/ˈblækənd/
blackface|/ˈblækfeɪs/
blackfly|/ˈblækflaɪ/
blackfoot|/ˈblækfʊt/
blackguard|/ˈblæɡɑːd/
blackhead|/ˈblækhed/
blackjack|/ˈblækdʒæk/
blackleg|/ˈblækleɡ/
blackly|/ˈblækli/
blacklist|/ˈblæklɪst/
blackmail|/ˈblækmeɪl/
blackmailer|/ˈblækmeɪlə(r)/
blackness|/ˈblæknəs/
blackout|/ˈblækaʊt/
blackshirt|/ˈblækʃɜːt/
blacksmith|/ˈblæksmɪθ/
blackthorn|/ˈblækθɔːn/
blacktop|/ˈblæktɒp/
bladder|/ˈblædə(r)/
blade|/bleɪd/
blading|/ˈbleɪdɪŋ/
blah|/blɑː/
blake|/bleɪk/
blame|/bleɪm/
blameless|/ˈbleɪmləs/
blamelessly|/ˈbleɪmləsli/
blameworthy|/ˈbleɪmwɜːði/
blanch|/blɑːntʃ/
blancmange|/bləˈmɒnʒ/
bland|/blænd/
blandishments|/ˈblændɪʃmənts/
blandly|/ˈblændli/
blandness|/ˈblændnəs/
blank|/blæŋk/
blanket|/ˈblæŋkɪt/
blankly|/ˈblæŋkli/
blankness|/ˈblæŋknəs/
blanquette|/blɒ̃ˈket/
blare|/bleə(r)/
blarney|/ˈblɑːni/
blase|/ˈblɑːzeɪ/
blaspheme|/blæsˈfiːm/
blasphemer|/blæsˈfiːmə(r)/
blasphemy|/ˈblæsfəmi/
blasphemous|/ˈblæsfəməs/
blasphemously|/ˈblæsfəməsli/
blast|/blɑːst/
blasted|/ˈblɑːstɪd/
blatant|/ˈbleɪtnt/
blatantly|/ˈbleɪtntli/
blather|/ˈblæðə(r)/
blaze|/bleɪz/
blazer|/ˈbleɪzə(r)/
blazing|/ˈbleɪzɪŋ/
blazon|/ˈbleɪzn/
bleach|/bliːtʃ/
bleacher|/ˈbliːtʃə(r)/
bleachers|/ˈbliːtʃəz/
bleak|/bliːk/
bleakly|/ˈbliːkli/
bleakness|/ˈbliːknəs/
bleary|/ˈblɪəri/
blearily|/ˈblɪərəli/
bleat|/bliːt/
bleating|/ˈbliːtɪŋ/
bleed|/bliːd/
bleeder|/ˈbliːdə(r)/
bleeding|/ˈbliːdɪŋ/
bleep|/bliːp/
blemish|/ˈblemɪʃ/
blench|/blentʃ/
blend|/blend/
blender|/ˈblendə(r)/
blenheim|/ˈblenɪm/
bless|/bles/
blessed|/ˈblesɪd/
blessedly|/ˈblesɪdli/
blessedness|/ˈblesɪdnəs/
blesser|/ˈblesə(r)/
blessing|/ˈblesɪŋ/
blether|/ˈbleðə(r)/
blight|/blaɪt/
blighter|/ˈblaɪtə(r)/
blighty|/ˈblaɪti/
blimey|/ˈblaɪmi/
blimp|/blɪmp/
blimpish|/ˈblɪmpɪʃ/
blind|/blaɪnd/
blinder|/ˈblaɪndə(r)/
blindfold|/ˈblaɪndfəʊld/
blinding|/ˈblaɪndɪŋ/
blindingly|/ˈblaɪndɪŋli/
blindly|/ˈblaɪndli/
blindness|/ˈblaɪndnəs/
blindworm|/ˈblaɪndwɜːm/
blini|/ˈblɪni/
blink|/blɪŋk/
blinker|/ˈblɪŋkə(r)/
blinkered|/ˈblɪŋkəd/
blinking|/ˈblɪŋkɪŋ/
blintz|/blɪnts/
blip|/blɪp/
bliss|/blɪs/
blissful|/ˈblɪsfl/
blissfully|/ˈblɪsfəli/
blister|/ˈblɪstə(r)/
blistered|/ˈblɪstəd/
blistering|/ˈblɪstərɪŋ/
blisteringly|/ˈblɪstərɪŋli/
blithe|/blaɪð/
blithely|/ˈblaɪðli/
blithering|/ˈblɪðərɪŋ/
blitz|/blɪts/
blitzed|/blɪtst/
blitzkrieg|/ˈblɪtskriːɡ/
blizzard|/ˈblɪzəd/
bloat|/bləʊt/
bloated|/ˈbləʊtɪd/
bloater|/ˈbləʊtə(r)/
blob|/blɒb/
bloc|/blɒk/
block|/blɒk/
blockade|/blɒˈkeɪd/
blockage|/ˈblɒkɪdʒ/
blockbuster|/ˈblɒkbʌstə(r)/
blockbusting|/ˈblɒkbʌstɪŋ/
blockhead|/ˈblɒkhed/
blockhouse|/ˈblɒkhaʊs/
bloke|/bləʊk/
blonde|/blɒnd/
blood|/blʌd/
bloodbath|/ˈblʌdbɑːθ/
bloodhound|/ˈblʌdhaʊnd/
bloody|/ˈblʌdi/
bloodied|/ˈblʌdid/
bloodily|/ˈblʌdɪli/
bloodless|/ˈblʌdləs/
bloodletting|/ˈblʌdletɪŋ/
bloodline|/ˈblʌdlaɪn/
bloodlust|/ˈblʌdlʌst/
bloodshed|/ˈblʌdʃed/
bloodshot|/ˈblʌdʃɒt/
bloodstain|/ˈblʌdsteɪn/
bloodstained|/ˈblʌdsteɪnd/
bloodstock|/ˈblʌdstɒk/
bloodstream|/ˈblʌdstriːm/
bloodsucker|/ˈblʌdsʌkə(r)/
bloodsucking|/ˈblʌdsʌkɪŋ/
bloodthirsty|/ˈblʌdθɜːsti/
bloom|/bluːm/
bloomer|/ˈbluːmə(r)/
bloomers|/ˈbluːməz/
blooming|/ˈbluːmɪŋ/
bloomsbury|/ˈbluːmzbəri/
bloop|/bluːp/
blooper|/ˈbluːpə(r)/
blossom|/ˈblɒsəm/
blot|/blɒt/
blotch|/blɒtʃ/
blotchy|/ˈblɒtʃi/
blotter|/ˈblɒtə(r)/
blotto|/ˈblɒtəʊ/
blouse|/blaʊz/
blouson|/ˈbluːzɒn/
bloviate|/ˈbləʊvieɪt/
blow|/bləʊ/
blowback|/ˈbləʊbæk/
blower|/ˈbləʊə(r)/
blowfly|/ˈbləʊflaɪ/
blowhard|/ˈbləʊhɑːd/
blowhole|/ˈbləʊhəʊl/
blowie|/ˈbləʊi/
blowlamp|/ˈbləʊlæmp/
blowout|/ˈbləʊaʊt/
blowpipe|/ˈbləʊpaɪp/
blowsy|/ˈblaʊzi/
blowtorch|/ˈbləʊtɔːtʃ/
blub|/blʌb/
blubber|/ˈblʌbə(r)/
bludge|/blʌdʒ/
bludgeon|/ˈblʌdʒən/
bludger|/ˈblʌdʒə(r)/
blue|/bluː/
bluebell|/ˈbluːbel/
blueberry|/ˈbluːbəri/
bluebird|/ˈbluːbɜːd/
bluebottle|/ˈbluːbɒtl/
bluefish|/ˈbluːfɪʃ/
bluegrass|/ˈbluːɡrɑːs/
bluejay|/ˈbluːdʒeɪ/
blueness|/ˈbluːnəs/
blueprint|/ˈbluːprɪnt/
blues|/bluːz/
bluesy|/ˈbluːzi/
bluestocking|/ˈbluːstɒkɪŋ/
bluff|/blʌf/
bluish|/ˈbluːɪʃ/
blunder|/ˈblʌndə(r)/
blunderbuss|/ˈblʌndəbʌs/
blunt|/blʌnt/
bluntly|/ˈblʌntli/
bluntness|/ˈblʌntnəs/
blur|/blɜː(r)/
blurb|/blɜːb/
blurred|/blɜːd/
blurry|/ˈblɜːri/
blurt|/blɜːt/
blush|/blʌʃ/
blusher|/ˈblʌʃə(r)/
bluster|/ˈblʌstə(r)/
blustery|/ˈblʌstəri/
blvd|NA
bn|NA
bo|/ˌbiː ˈəʊ/
boa|/ˈbəʊə/
boar|/bɔː(r)/
board|/bɔːd/
boarder|/ˈbɔːdə(r)/
boarding|/ˈbɔːdɪŋ/
boardroom|/ˈbɔːdruːm/
boardwalk|/ˈbɔːdwɔːk/
boast|/bəʊst/
boastful|/ˈbəʊstfl/
boat|/bəʊt/
boater|/ˈbəʊtə(r)/
boathook|/ˈbəʊthʊk/
boathouse|/ˈbəʊthaʊs/
boatyard|/ˈbəʊtjɑːd/
boating|/ˈbəʊtɪŋ/
boatload|/ˈbəʊtləʊd/
boatman|/ˈbəʊtmən/
boatswain|/ˈbəʊsn/
bob|/bɒb/
bobbed|/bɒbd/
bobber|/ˈbɒbə(r)/
bobby|/ˈbɒbi/
bobbin|/ˈbɒbɪn/
bobble|/ˈbɒbl/
bobcat|/ˈbɒbkæt/
bobs|/bɒbz/
bobsleigh|/ˈbɒbsleɪ/
bobtail|/ˈbɒbteɪl/
bod|/bɒd/
bodacious|/bəʊˈdeɪʃəs/
bode|/bəʊd/
bodega|/bəʊˈdeɪɡə/
bodge|/bɒdʒ/
bodhisattva|/ˌbɒdɪˈsɑːtvə/
body|/ˈbɒdi/
bodybuilder|/ˈbɒdibɪldə(r)/
bodybuilding|/ˈbɒdibɪldɪŋ/
bodice|/ˈbɒdɪs/
bodyguard|/ˈbɒdiɡɑːd/
bodily|/ˈbɒdɪli/
bodysuit|/ˈbɒdisuːt/
bodysurfing|/ˈbɒdisɜːfɪŋ/
bodywork|/ˈbɒdiwɜːk/
bodkin|/ˈbɒdkɪn/
boeing|/ˈbəʊɪŋ/
boer|/bɔː(r)/
boffin|/ˈbɒfɪn/
boffo|/ˈbɒfəʊ/
bog|/bɒɡ/
